ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,satisfaction_score,ticket_text
TKT_00005611,CUST_003260,2023-08-11,billing,high,resolved,11.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005612,CUST_003260,2024-02-03,bug_report,medium,closed,18.0,4.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005613,CUST_005824,2023-05-16,bug_report,medium,closed,23.0,4.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005614,CUST_005824,2024-02-23,billing,medium,resolved,18.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005615,CUST_003102,2023-08-12,performance,low,resolved,31.0,2.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005616,CUST_003102,2022-07-10,feature_request,medium,resolved,36.0,4.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005617,CUST_003102,2023-08-30,billing,medium,pending,,,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005618,CUST_002398,2024-04-22,feature_request,medium,resolved,33.0,3.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00005619,CUST_002398,2024-06-05,feature_request,high,resolved,13.0,4.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005620,CUST_002398,2023-11-29,technical_issue,low,closed,94.0,2.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005621,CUST_002398,2024-09-04,performance,low,resolved,35.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005622,CUST_009640,2024-08-11,training,high,closed,10.0,3.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005623,CUST_009640,2023-08-28,technical_issue,medium,resolved,14.0,3.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00005624,CUST_009640,2024-04-24,performance,medium,resolved,32.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005625,CUST_009640,2024-07-14,billing,medium,resolved,35.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005626,CUST_009640,2024-04-11,technical_issue,low,resolved,83.0,3.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00005627,CUST_009640,2024-08-05,feature_request,high,resolved,4.0,3.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005628,CUST_009640,2024-05-24,performance,medium,closed,44.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005629,CUST_004088,2024-09-13,training,medium,resolved,33.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005630,CUST_004088,2023-11-14,performance,low,resolved,43.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005631,CUST_004088,2024-01-01,data_export,high,resolved,14.0,3.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00005632,CUST_006907,2023-12-04,performance,high,resolved,14.0,3.0,System is very slow during peak hours. Reports take forever to load.
TKT_00005633,CUST_006907,2024-01-24,technical_issue,medium,resolved,26.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005634,CUST_005478,2024-01-29,integration_help,low,resolved,52.0,4.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005635,CUST_005478,2022-03-09,integration_help,medium,resolved,32.0,2.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00005636,CUST_005478,2022-11-16,data_export,high,closed,14.0,3.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00005637,CUST_005478,2022-07-12,bug_report,low,closed,36.0,3.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005638,CUST_005840,2024-06-09,bug_report,high,resolved,6.0,3.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005639,CUST_005840,2024-08-24,training,medium,resolved,20.0,2.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005640,CUST_005840,2024-06-08,account_access,medium,resolved,40.0,3.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00005641,CUST_005840,2024-09-16,performance,medium,resolved,41.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00005642,CUST_005840,2024-04-21,integration_help,high,resolved,10.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005643,CUST_005840,2024-09-22,training,high,resolved,15.0,4.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005644,CUST_005840,2024-01-21,integration_help,medium,closed,30.0,3.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00005645,CUST_005840,2024-04-17,training,low,closed,62.0,3.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005646,CUST_002275,2024-01-22,performance,medium,resolved,39.0,4.0,Dashboard performance has degraded significantly over the past month.
TKT_00005647,CUST_002275,2024-04-28,performance,medium,resolved,16.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005648,CUST_002275,2024-05-15,billing,medium,resolved,28.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005649,CUST_002275,2024-07-18,training,high,resolved,15.0,4.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00005650,CUST_007467,2024-04-29,training,medium,resolved,12.0,4.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005651,CUST_007467,2024-08-24,bug_report,low,resolved,24.0,2.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005652,CUST_007467,2024-06-04,account_access,low,resolved,89.0,1.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005653,CUST_009411,2024-07-01,training,low,resolved,26.0,3.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00005654,CUST_009411,2023-02-06,integration_help,high,resolved,7.0,2.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005655,CUST_002041,2024-09-10,feature_request,low,resolved,51.0,4.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00005656,CUST_002041,2024-07-31,technical_issue,low,resolved,77.0,2.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005657,CUST_004516,2023-04-23,integration_help,urgent,resolved,2.0,5.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005658,CUST_004516,2022-11-06,feature_request,high,closed,4.0,3.0,Better mobile experience would help our field team access data on the go.
TKT_00005659,CUST_004516,2023-11-26,data_export,high,resolved,8.0,4.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00005660,CUST_002992,2023-02-01,feature_request,low,resolved,82.0,3.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00005661,CUST_004771,2023-09-28,billing,high,resolved,9.0,3.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005662,CUST_004771,2023-01-19,billing,high,closed,13.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005663,CUST_008869,2024-02-14,data_export,medium,resolved,14.0,3.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00005664,CUST_008869,2024-03-05,training,low,closed,41.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005665,CUST_008869,2024-09-17,billing,medium,resolved,45.0,3.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005666,CUST_008869,2024-07-14,training,high,resolved,6.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005667,CUST_008869,2023-09-15,billing,medium,resolved,16.0,4.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005668,CUST_000938,2023-08-13,training,low,resolved,73.0,2.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005669,CUST_000938,2022-12-14,integration_help,medium,resolved,47.0,4.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00005670,CUST_000938,2023-06-02,performance,medium,closed,27.0,3.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005671,CUST_000938,2024-04-21,feature_request,low,resolved,44.0,4.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005672,CUST_000938,2024-03-17,bug_report,medium,resolved,37.0,3.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005673,CUST_000938,2024-03-23,account_access,low,resolved,90.0,2.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00005674,CUST_001918,2024-08-16,billing,medium,closed,21.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005675,CUST_001918,2024-07-08,training,medium,resolved,14.0,4.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005676,CUST_001918,2024-02-22,technical_issue,low,resolved,84.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005677,CUST_001073,2024-07-14,integration_help,urgent,closed,2.0,4.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005678,CUST_001073,2023-09-13,bug_report,medium,resolved,19.0,2.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005679,CUST_001073,2023-09-28,data_export,low,closed,51.0,4.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00005680,CUST_006814,2024-08-26,training,high,resolved,10.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005681,CUST_006814,2024-06-06,data_export,low,resolved,44.0,3.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00005682,CUST_006814,2024-05-29,account_access,low,resolved,29.0,4.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00005683,CUST_004712,2023-12-22,integration_help,high,resolved,12.0,3.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005684,CUST_004712,2023-09-27,account_access,low,closed,60.0,4.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005685,CUST_004712,2024-08-26,account_access,medium,closed,17.0,3.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00005686,CUST_007557,2023-12-29,feature_request,medium,closed,45.0,3.0,Better mobile experience would help our field team access data on the go.
TKT_00005687,CUST_007557,2023-09-15,performance,medium,resolved,19.0,2.0,System is very slow during peak hours. Reports take forever to load.
TKT_00005688,CUST_007557,2024-09-13,technical_issue,low,closed,69.0,2.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00005689,CUST_002592,2024-04-25,data_export,low,closed,28.0,4.0,Export format is missing some columns we need. Can this be customized?
TKT_00005690,CUST_002592,2024-05-16,training,high,pending,,,Can you provide training materials for our specific use case?
TKT_00005691,CUST_002592,2024-08-28,technical_issue,medium,closed,17.0,4.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00005692,CUST_002592,2023-11-13,feature_request,low,resolved,95.0,2.0,Better mobile experience would help our field team access data on the go.
TKT_00005693,CUST_002592,2024-07-27,training,low,pending,,,Looking for best practices documentation. Want to optimize our usage.
TKT_00005694,CUST_000785,2024-06-30,feature_request,medium,closed,40.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005695,CUST_000785,2024-04-23,billing,medium,closed,44.0,3.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005696,CUST_000785,2023-11-26,performance,low,closed,55.0,3.0,System is very slow during peak hours. Reports take forever to load.
TKT_00005697,CUST_007909,2022-12-07,training,low,closed,36.0,3.0,Can you provide training materials for our specific use case?
TKT_00005698,CUST_007909,2023-09-10,integration_help,low,resolved,53.0,4.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00005699,CUST_007909,2023-09-19,data_export,low,resolved,44.0,4.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00005700,CUST_003118,2024-09-21,bug_report,low,resolved,76.0,3.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005701,CUST_003118,2024-08-13,performance,medium,resolved,46.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005702,CUST_003118,2024-08-20,performance,high,closed,13.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005703,CUST_003118,2024-09-13,integration_help,medium,resolved,37.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005704,CUST_003118,2024-10-01,technical_issue,high,closed,14.0,4.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00005705,CUST_004510,2024-04-25,feature_request,medium,resolved,42.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005706,CUST_001184,2024-07-17,training,medium,resolved,22.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005707,CUST_001184,2023-08-07,feature_request,high,resolved,9.0,4.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005708,CUST_001184,2024-03-08,bug_report,medium,resolved,41.0,4.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00005709,CUST_000238,2024-08-05,billing,medium,pending,,,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00005710,CUST_000238,2024-05-11,performance,medium,resolved,42.0,2.0,System is very slow during peak hours. Reports take forever to load.
TKT_00005711,CUST_003178,2024-09-29,bug_report,medium,pending,,,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005712,CUST_003178,2024-07-25,billing,medium,resolved,19.0,2.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00005713,CUST_003178,2024-09-22,data_export,medium,closed,38.0,4.0,Export format is missing some columns we need. Can this be customized?
TKT_00005714,CUST_000532,2023-09-21,training,low,resolved,28.0,4.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005715,CUST_000532,2024-07-05,feature_request,low,resolved,29.0,4.0,Better mobile experience would help our field team access data on the go.
TKT_00005716,CUST_000532,2024-07-14,integration_help,low,closed,47.0,4.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005717,CUST_000532,2024-03-04,training,high,pending,,,Looking for best practices documentation. Want to optimize our usage.
TKT_00005718,CUST_009765,2024-06-17,data_export,medium,resolved,28.0,4.0,Export format is missing some columns we need. Can this be customized?
TKT_00005719,CUST_007980,2024-08-31,billing,medium,resolved,44.0,2.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00005720,CUST_007980,2024-06-02,integration_help,low,closed,51.0,4.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005721,CUST_007980,2024-06-09,billing,low,resolved,38.0,3.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005722,CUST_000683,2024-09-06,performance,high,resolved,12.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005723,CUST_004565,2023-08-19,technical_issue,high,resolved,10.0,4.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005724,CUST_004565,2024-05-23,technical_issue,low,resolved,85.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005725,CUST_004565,2023-10-24,billing,urgent,resolved,1.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005726,CUST_004565,2023-12-04,billing,high,resolved,11.0,3.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005727,CUST_004565,2023-04-17,performance,low,closed,65.0,2.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005728,CUST_003410,2024-09-25,account_access,medium,closed,33.0,2.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00005729,CUST_002606,2024-07-30,account_access,high,resolved,15.0,3.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005730,CUST_002606,2024-06-07,data_export,medium,closed,24.0,4.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00005731,CUST_003090,2023-08-17,performance,low,resolved,60.0,4.0,Dashboard performance has degraded significantly over the past month.
TKT_00005732,CUST_003090,2022-04-16,training,high,resolved,14.0,3.0,Can you provide training materials for our specific use case?
TKT_00005733,CUST_008854,2024-09-07,feature_request,medium,closed,22.0,3.0,Better mobile experience would help our field team access data on the go.
TKT_00005734,CUST_008854,2024-07-06,bug_report,low,resolved,53.0,4.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005735,CUST_000770,2024-09-30,performance,medium,resolved,36.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00005736,CUST_000770,2024-09-08,training,low,closed,55.0,4.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005737,CUST_000770,2024-09-24,account_access,low,resolved,66.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00005738,CUST_000770,2024-09-16,performance,medium,resolved,34.0,4.0,System is very slow during peak hours. Reports take forever to load.
TKT_00005739,CUST_000770,2024-09-09,account_access,medium,resolved,23.0,3.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00005740,CUST_005195,2024-07-17,training,high,resolved,13.0,4.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00005741,CUST_005195,2024-08-26,feature_request,medium,resolved,34.0,4.0,Better mobile experience would help our field team access data on the go.
TKT_00005742,CUST_005195,2024-04-12,technical_issue,medium,resolved,20.0,4.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00005743,CUST_005195,2024-06-03,performance,medium,resolved,32.0,2.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005744,CUST_005195,2024-08-25,data_export,medium,closed,29.0,3.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00005745,CUST_008587,2024-09-02,bug_report,medium,pending,,,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005746,CUST_009108,2024-04-18,billing,medium,resolved,24.0,2.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00005747,CUST_003460,2022-04-04,account_access,medium,closed,46.0,3.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005748,CUST_003460,2022-07-11,performance,urgent,resolved,2.0,5.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005749,CUST_003460,2023-02-12,integration_help,medium,closed,26.0,4.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00005750,CUST_008280,2022-10-31,bug_report,low,closed,86.0,2.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00005751,CUST_008280,2024-08-06,bug_report,medium,resolved,25.0,2.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005752,CUST_008280,2023-11-16,feature_request,low,resolved,46.0,4.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005753,CUST_004030,2023-05-03,training,medium,resolved,41.0,2.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00005754,CUST_004030,2023-04-06,data_export,low,resolved,69.0,3.0,Export format is missing some columns we need. Can this be customized?
TKT_00005755,CUST_004030,2023-08-06,training,low,pending,,,Onboarding process could be improved. New users are struggling to get started.
TKT_00005756,CUST_004030,2024-05-01,billing,urgent,closed,3.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005757,CUST_004030,2023-01-20,feature_request,low,resolved,69.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005758,CUST_004030,2024-04-05,account_access,medium,resolved,21.0,4.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00005759,CUST_002284,2024-09-29,technical_issue,high,resolved,10.0,3.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00005760,CUST_005722,2023-05-09,bug_report,low,closed,35.0,4.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005761,CUST_005722,2024-05-20,performance,low,resolved,28.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00005762,CUST_005722,2024-03-05,performance,low,resolved,30.0,2.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005763,CUST_008849,2024-01-28,technical_issue,low,resolved,71.0,4.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00005764,CUST_008849,2023-10-05,integration_help,low,resolved,24.0,4.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00005765,CUST_008849,2023-09-17,bug_report,low,closed,95.0,2.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005766,CUST_008849,2023-07-14,billing,medium,resolved,13.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005767,CUST_004054,2024-09-18,feature_request,medium,resolved,22.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005768,CUST_004054,2024-09-24,performance,low,resolved,39.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00005769,CUST_004054,2024-04-07,bug_report,medium,closed,42.0,4.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005770,CUST_005696,2024-02-29,feature_request,medium,resolved,14.0,2.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005771,CUST_003930,2024-10-01,billing,medium,resolved,47.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005772,CUST_003930,2024-09-30,integration_help,low,resolved,74.0,3.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00005773,CUST_003930,2024-09-30,bug_report,low,resolved,79.0,1.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00005774,CUST_003930,2024-10-01,integration_help,low,pending,,,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005775,CUST_001862,2023-12-07,bug_report,low,resolved,55.0,4.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00005776,CUST_001862,2024-05-10,bug_report,low,resolved,48.0,4.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005777,CUST_001862,2023-11-05,performance,low,closed,49.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005778,CUST_001862,2023-06-26,training,high,resolved,7.0,4.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005779,CUST_001862,2022-07-12,bug_report,medium,closed,42.0,4.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005780,CUST_001191,2024-03-22,account_access,medium,resolved,14.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00005781,CUST_001191,2024-07-08,performance,high,closed,6.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005782,CUST_001191,2024-06-10,training,medium,resolved,15.0,4.0,Can you provide training materials for our specific use case?
TKT_00005783,CUST_002048,2024-02-12,technical_issue,medium,resolved,37.0,3.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00005784,CUST_002048,2023-10-29,feature_request,high,closed,10.0,3.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00005785,CUST_009490,2024-07-11,bug_report,medium,resolved,16.0,3.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005786,CUST_009490,2024-09-02,account_access,high,resolved,15.0,2.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005787,CUST_009490,2024-06-21,account_access,low,resolved,42.0,2.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00005788,CUST_005481,2023-10-27,billing,urgent,resolved,3.0,5.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005789,CUST_005481,2022-12-18,billing,medium,resolved,46.0,4.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005790,CUST_005481,2024-01-12,data_export,medium,resolved,14.0,2.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00005791,CUST_000733,2024-08-16,training,high,closed,4.0,4.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005792,CUST_000733,2024-08-02,bug_report,medium,resolved,33.0,3.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00005793,CUST_000733,2023-04-09,training,urgent,closed,1.0,4.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00005794,CUST_000733,2024-07-09,bug_report,medium,resolved,35.0,2.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00005795,CUST_003180,2023-06-15,performance,low,closed,54.0,3.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005796,CUST_003180,2024-07-10,bug_report,low,resolved,61.0,4.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00005797,CUST_003180,2024-06-15,account_access,high,resolved,13.0,2.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00005798,CUST_003180,2023-10-11,data_export,low,closed,78.0,1.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00005799,CUST_003180,2023-08-24,integration_help,low,resolved,57.0,4.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00005800,CUST_007391,2023-01-07,performance,medium,resolved,41.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005801,CUST_007391,2023-01-26,performance,medium,resolved,13.0,2.0,Dashboard performance has degraded significantly over the past month.
TKT_00005802,CUST_007391,2024-04-29,training,low,pending,,,Onboarding process could be improved. New users are struggling to get started.
TKT_00005803,CUST_007391,2023-03-03,account_access,low,resolved,43.0,3.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00005804,CUST_007391,2023-07-01,integration_help,low,resolved,76.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005805,CUST_007391,2024-06-15,performance,high,closed,14.0,4.0,Dashboard performance has degraded significantly over the past month.
TKT_00005806,CUST_007391,2024-07-19,billing,high,closed,9.0,2.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00005807,CUST_000196,2022-11-28,account_access,low,resolved,42.0,3.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005808,CUST_000196,2022-10-12,technical_issue,medium,resolved,37.0,4.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00005809,CUST_000196,2024-01-02,feature_request,low,resolved,57.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00005810,CUST_008263,2023-05-06,training,medium,closed,46.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005811,CUST_008263,2023-10-18,performance,medium,resolved,32.0,2.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005812,CUST_008263,2024-09-29,training,medium,resolved,26.0,4.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00005813,CUST_008263,2024-01-20,training,high,resolved,6.0,3.0,New team members need training on advanced features. Do you offer sessions?
TKT_00005814,CUST_008263,2024-07-28,billing,low,resolved,92.0,3.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00005815,CUST_008263,2024-07-15,performance,medium,closed,20.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00005816,CUST_000631,2024-04-11,bug_report,low,resolved,75.0,1.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00005817,CUST_000631,2024-03-28,performance,low,resolved,40.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00005818,CUST_000631,2022-04-20,account_access,medium,resolved,41.0,3.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00005819,CUST_000631,2024-04-21,integration_help,high,resolved,7.0,4.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00005820,CUST_000631,2022-10-03,billing,low,resolved,76.0,3.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00005821,CUST_006949,2024-02-07,integration_help,low,resolved,70.0,4.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00005822,CUST_006949,2024-03-15,performance,low,resolved,50.0,4.0,Dashboard performance has degraded significantly over the past month.
TKT_00005823,CUST_004273,2022-11-08,technical_issue,low,closed,68.0,4.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00005824,CUST_004273,2024-02-14,billing,low,resolved,70.0,4.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00005825,CUST_004273,2023-10-22,integration_help,medium,resolved,34.0,2.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00005826,CUST_001610,2022-12-31,data_export,low,pending,,,Large data exports are timing out. Need a solution for exporting our complete dataset.
